parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,idx0,idx1,idx2,inst,j,pname,pstyle,ptype,usecol,zone
pname:p_inst:0_ptype:pp_pstyle:m_i:55_j:73_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,55,,,,0,73,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:55_j:76_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,55,,,,0,76,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:55_j:79_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,55,,,,0,79,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:55_j:82_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,55,,,,0,82,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:55_j:85_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,55,,,,0,85,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:55_j:88_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,55,,,,0,88,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:1_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,1,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:4_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,4,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:7_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,7,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:10_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,10,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:13_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,13,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:16_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,16,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:19_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,19,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:22_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,22,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:25_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,25,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:28_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,28,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:31_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,31,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:34_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,34,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:37_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,37,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:40_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,40,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:43_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,43,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:46_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,46,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:49_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,49,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:52_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,52,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:55_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,55,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:58_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,58,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:61_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,61,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:64_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,64,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:67_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,67,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:70_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,70,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:73_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,73,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:76_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,76,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:79_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,79,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:82_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,82,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:85_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,85,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:88_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,88,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:58_j:91_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,58,,,,0,91,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:1_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,1,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:4_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,4,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:7_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,7,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:10_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,10,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:13_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,13,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:16_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,16,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:19_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,19,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:22_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,22,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:25_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,25,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:28_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,28,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:31_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,31,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:34_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,34,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:37_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,37,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:40_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,40,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:43_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,43,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:46_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,46,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:49_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,49,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:52_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,52,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:55_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,55,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:58_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,58,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:61_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,61,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:64_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,64,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:67_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,67,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:70_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,70,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:73_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,73,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:76_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,76,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:79_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,79,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:82_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,82,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:85_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,85,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:88_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,88,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:61_j:91_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,61,,,,0,91,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:1_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,1,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:4_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,4,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:10_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,10,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:13_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,13,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:16_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,16,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:19_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,19,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:22_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,22,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:31_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,31,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:34_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,34,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:37_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,37,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:40_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,40,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:43_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,43,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:46_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,46,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:49_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,49,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:52_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,52,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:55_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,55,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:58_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,58,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:61_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,61,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:64_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,64,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:67_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,67,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:70_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,70,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:73_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,73,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:76_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,76,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:79_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,79,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:82_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,82,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:85_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,85,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:88_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,88,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:64_j:91_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,64,,,,0,91,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:1_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,1,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:10_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,10,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:13_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,13,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:16_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,16,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:19_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,19,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:22_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,22,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:37_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,37,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:40_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,40,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:43_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,43,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:46_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,46,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:49_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,49,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:52_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,52,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:55_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,55,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:58_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,58,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:61_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,61,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:64_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,64,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:67_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,67,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:70_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,70,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:73_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,73,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:76_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,76,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:79_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,79,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:82_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,82,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:85_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,85,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:67_j:88_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,67,,,,0,88,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:70_j:1_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,70,,,,0,1,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:70_j:10_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,70,,,,0,10,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:70_j:13_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,70,,,,0,13,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:70_j:16_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,70,,,,0,16,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:70_j:19_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,70,,,,0,19,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:70_j:37_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,70,,,,0,37,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:70_j:40_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,70,,,,0,40,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:70_j:43_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,70,,,,0,43,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:70_j:46_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,70,,,,0,46,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:70_j:49_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,70,,,,0,49,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:70_j:52_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,70,,,,0,52,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:70_j:55_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,70,,,,0,55,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:70_j:58_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,70,,,,0,58,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:70_j:61_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,70,,,,0,61,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:70_j:64_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,70,,,,0,64,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:70_j:67_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,70,,,,0,67,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:70_j:70_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,70,,,,0,70,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:70_j:73_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,70,,,,0,73,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:70_j:76_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,70,,,,0,76,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:70_j:79_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,70,,,,0,79,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:70_j:82_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,70,,,,0,82,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:70_j:85_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,70,,,,0,85,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:73_j:10_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,73,,,,0,10,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:73_j:13_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,73,,,,0,13,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:73_j:16_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,73,,,,0,16,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:73_j:19_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,73,,,,0,19,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:73_j:37_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,73,,,,0,37,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:73_j:40_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,73,,,,0,40,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:73_j:43_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,73,,,,0,43,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:73_j:46_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,73,,,,0,46,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:73_j:49_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,73,,,,0,49,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:73_j:52_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,73,,,,0,52,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:73_j:55_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,73,,,,0,55,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:73_j:58_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,73,,,,0,58,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:73_j:61_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,73,,,,0,61,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:73_j:73_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,73,,,,0,73,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:73_j:76_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,73,,,,0,76,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:73_j:79_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,73,,,,0,79,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:73_j:82_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,73,,,,0,82,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:76_j:16_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,76,,,,0,16,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:76_j:19_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,76,,,,0,19,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:76_j:22_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,76,,,,0,22,p,m,pp,,1
pname:p_inst:0_ptype:pp_pstyle:m_i:76_j:37_zone:1,log,factor,1.0,0.01,100.0,k,1.0,0.0,1,76,,,,0,37,p,m,pp,,1
