parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,idx0,idx1,idx2,inst,j,pname,pstyle,ptype,usecol,zone
pname:p_inst:8_ptype:pp_pstyle:a_i:49_j:85_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,49,,,,8,85,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:49_j:88_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,49,,,,8,88,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:1_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,1,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:4_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,4,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:7_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,7,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:10_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,10,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:13_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,13,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:16_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,16,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:19_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,19,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:22_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,22,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:25_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,25,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:28_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,28,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:31_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,31,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:34_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,34,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:37_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,37,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:40_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,40,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:43_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,43,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:46_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,46,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:49_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,49,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:52_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,52,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:55_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,55,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:58_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,58,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:61_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,61,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:64_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,64,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:67_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,67,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:70_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,70,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:73_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,73,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:76_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,76,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:79_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,79,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:82_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,82,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:52_j:85_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,52,,,,8,85,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:1_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,1,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:4_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,4,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:7_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,7,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:10_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,10,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:13_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,13,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:16_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,16,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:19_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,19,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:22_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,22,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:25_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,25,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:28_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,28,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:31_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,31,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:34_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,34,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:37_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,37,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:40_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,40,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:43_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,43,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:46_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,46,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:49_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,49,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:52_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,52,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:55_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,55,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:58_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,58,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:61_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,61,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:64_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,64,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:67_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,67,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:70_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,70,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:73_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,73,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:76_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,76,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:79_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,79,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:82_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,82,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:85_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,85,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:55_j:88_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,55,,,,8,88,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:1_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,1,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:4_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,4,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:7_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,7,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:10_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,10,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:13_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,13,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:16_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,16,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:19_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,19,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:22_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,22,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:25_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,25,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:28_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,28,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:31_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,31,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:34_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,34,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:37_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,37,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:40_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,40,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:43_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,43,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:46_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,46,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:49_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,49,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:52_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,52,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:55_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,55,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:58_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,58,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:61_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,61,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:64_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,64,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:67_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,67,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:70_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,70,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:73_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,73,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:76_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,76,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:79_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,79,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:82_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,82,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:85_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,85,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:88_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,88,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:58_j:91_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,58,,,,8,91,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:1_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,1,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:4_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,4,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:7_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,7,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:10_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,10,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:13_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,13,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:16_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,16,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:19_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,19,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:22_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,22,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:25_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,25,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:28_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,28,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:31_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,31,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:34_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,34,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:37_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,37,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:40_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,40,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:43_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,43,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:46_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,46,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:49_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,49,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:52_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,52,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:55_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,55,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:58_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,58,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:61_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,61,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:64_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,64,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:67_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,67,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:70_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,70,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:73_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,73,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:76_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,76,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:79_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,79,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:82_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,82,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:85_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,85,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:88_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,88,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:61_j:91_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,61,,,,8,91,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:1_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,1,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:4_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,4,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:10_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,10,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:13_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,13,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:16_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,16,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:19_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,19,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:22_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,22,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:31_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,31,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:34_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,34,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:37_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,37,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:40_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,40,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:43_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,43,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:46_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,46,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:49_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,49,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:52_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,52,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:55_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,55,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:58_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,58,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:61_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,61,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:64_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,64,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:67_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,67,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:70_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,70,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:73_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,73,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:76_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,76,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:79_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,79,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:82_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,82,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:85_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,85,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:88_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,88,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:64_j:91_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,64,,,,8,91,p,a,pp,,1
pname:p_inst:8_ptype:pp_pstyle:a_i:67_j:1_zone:1,none,relative,0.0,-1.0,1.0,ghbb-head,1.0,0.0,1,67,,,,8,1,p,a,pp,,1
