obsnme,obsval,weight,obgnme,i,id,idx0,idx1,idx2,j,k,kper,kstp,oname,otype,usecol,zone,standard_deviation
oname:head_kper:0_kstp:0_otype:arr_i:10_j:83_zone:1,3.212214335904762,6.226234587290309,head,10,,,,,83,,0,0,head,arr,,1,0.1606107167952381
oname:head_kper:0_kstp:0_otype:arr_i:10_j:84_zone:1,3.1922217261904757,6.265228958223882,head,10,,,,,84,,0,0,head,arr,,1,0.1596110863095238
oname:head_kper:0_kstp:0_otype:arr_i:24_j:88_zone:1,3.0514750744047623,6.55420723169476,head,24,,,,,88,,0,0,head,arr,,1,0.1525737537202381
oname:head_kper:0_kstp:0_otype:arr_i:32_j:62_zone:1,2.937749503767858,6.807932389861245,head,32,,,,,62,,0,0,head,arr,,1,0.1468874751883929
oname:head_kper:0_kstp:0_otype:arr_i:3_j:67_zone:1,3.162771205357143,6.323568383993043,head,3,,,,,67,,0,0,head,arr,,1,0.1581385602678571
oname:head_kper:0_kstp:0_otype:arr_i:54_j:62_zone:1,3.0411949118309742,3.967313375061697,head,54,,,,,62,,0,0,head,arr,,1,0.2520597455915487
oname:head_kper:0_kstp:0_otype:arr_i:59_j:38_zone:1,2.8119997646584363,4.156276179996786,head,59,,,,,38,,0,0,head,arr,,1,0.2405999882329218
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:0_j:55_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,0,,,,,55,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:0_j:56_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,0,,,,,56,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:0_j:60_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,0,,,,,60,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:39_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,39,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:40_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,40,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:41_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,41,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:42_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,42,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:43_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,43,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:44_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,44,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:45_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,45,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:46_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,46,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:47_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,47,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:48_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,48,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:49_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,49,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:50_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,50,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:51_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,51,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:52_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,52,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:53_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,53,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:54_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,54,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:55_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,55,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:56_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,56,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:57_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,57,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:58_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,58,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:59_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,59,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:60_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,60,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:61_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,61,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:62_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,62,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:63_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,63,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:64_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,64,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:65_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,65,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:66_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,66,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:67_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,67,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:68_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,68,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:69_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,69,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:70_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,70,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:71_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,71,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:72_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,72,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:73_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,73,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:74_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,74,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:75_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,75,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:76_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,76,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:77_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,77,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:78_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,78,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:79_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,79,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:80_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,80,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:81_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,81,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:82_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,82,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:10_j:83_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,10,,,,,83,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:39_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,39,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:40_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,40,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:41_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,41,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:42_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,42,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:43_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,43,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:44_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,44,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:45_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,45,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:46_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,46,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:47_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,47,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:48_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,48,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:49_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,49,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:50_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,50,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:51_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,51,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:52_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,52,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:53_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,53,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:54_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,54,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:55_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,55,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:56_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,56,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:57_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,57,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:58_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,58,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:59_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,59,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:60_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,60,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:61_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,61,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:62_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,62,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:63_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,63,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:64_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,64,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:65_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,65,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:66_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,66,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:67_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,67,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:68_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,68,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:69_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,69,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:70_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,70,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:71_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,71,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:72_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,72,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:73_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,73,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:74_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,74,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:75_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,75,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:76_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,76,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:77_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,77,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:78_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,78,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:79_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,79,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:80_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,80,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:81_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,81,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:82_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,82,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:83_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,83,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:11_j:84_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,11,,,,,84,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:38_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,38,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:39_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,39,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:40_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,40,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:41_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,41,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:42_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,42,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:43_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,43,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:44_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,44,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:45_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,45,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:46_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,46,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:47_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,47,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:48_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,48,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:49_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,49,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:50_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,50,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:51_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,51,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:52_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,52,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:53_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,53,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:54_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,54,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:55_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,55,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:56_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,56,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:57_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,57,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:58_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,58,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:59_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,59,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:60_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,60,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:61_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,61,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:62_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,62,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:63_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,63,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:64_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,64,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:65_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,65,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:66_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,66,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:67_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,67,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:68_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,68,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:69_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,69,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:70_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,70,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:12_j:71_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,12,,,,,71,0,0,0,bound-base,lst,absq-bya,,0.0
