obsnme,obsval,weight,obgnme,i,id,idx0,idx1,idx2,j,k,kper,kstp,oname,otype,usecol,zone,standard_deviation
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:44_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,44,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:45_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,45,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:46_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,46,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:47_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,47,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:48_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,48,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:49_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,49,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:4_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,4,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:50_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,50,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:51_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,51,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:52_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,52,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:53_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,53,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:54_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,54,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:55_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,55,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:56_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,56,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:57_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,57,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:58_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,58,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:59_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,59,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:5_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,5,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:60_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,60,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:61_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,61,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:62_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,62,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:63_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,63,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:64_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,64,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:65_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,65,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:66_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,66,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:67_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,67,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:68_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,68,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:69_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,69,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:6_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,6,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:70_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,70,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:71_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,71,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:72_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,72,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:73_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,73,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:74_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,74,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:75_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,75,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:76_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,76,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:77_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,77,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:78_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,78,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:79_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,79,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:7_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,7,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:80_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,80,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:81_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,81,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:82_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,82,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:83_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,83,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:84_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,84,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:85_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,85,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:86_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,86,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:87_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,87,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:8_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,8,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:53_j:9_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,53,,,,,9,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:0_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,0,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:10_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,10,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:11_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,11,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:12_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,12,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:13_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,13,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:14_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,14,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:15_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,15,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:16_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,16,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:17_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,17,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:18_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,18,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:19_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,19,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:1_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,1,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:20_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,20,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:21_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,21,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:22_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,22,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:23_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,23,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:24_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,24,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:25_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,25,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:26_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,26,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:27_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,27,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:28_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,28,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:29_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,29,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:2_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,2,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:30_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,30,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:31_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,31,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:32_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,32,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:33_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,33,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:34_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,34,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:35_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,35,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:36_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,36,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:37_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,37,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:38_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,38,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:39_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,39,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:3_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,3,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:40_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,40,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:41_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,41,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:42_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,42,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:43_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,43,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:44_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,44,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:45_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,45,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:46_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,46,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:47_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,47,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:48_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,48,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:49_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,49,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:4_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,4,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:50_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,50,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:51_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,51,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:52_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,52,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:53_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,53,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:54_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,54,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:55_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,55,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:56_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,56,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:57_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,57,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:58_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,58,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:59_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,59,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:5_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,5,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:60_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,60,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:61_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,61,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:62_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,62,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:63_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,63,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:64_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,64,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:65_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,65,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:66_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,66,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:67_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,67,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:68_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,68,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:69_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,69,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:6_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,6,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:70_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,70,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:71_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,71,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:72_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,72,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:73_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,73,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:74_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,74,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:75_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,75,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:76_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,76,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:77_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,77,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:78_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,78,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:79_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,79,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:7_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,7,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:80_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,80,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:81_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,81,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:82_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,82,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:83_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,83,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:84_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,84,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:54_j:85_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,54,,,,,85,0,0,0,bound-base,lst,absq-bya,,0.0
